geneID	Coefficient of Variation	Louvain Cluster	Maximum Data Value	Mean Data Value	Minimum Data Value	Node Component Identifier	Node Degree	Node Multiplicity	Standard Deviation	Strongest Data Column	Variance
Eif4g3	0.02872641157422486	Cluster 2	8.97032499295078	8.31423582077125	7.46713562370981	Component 1	3	1	0.23883816011263817	297_C_rp	0.05704366672599019
Hp1bp3	0.03323122353425168	Cluster 8	8.48731674026464	7.926077727372132	7.41624110229348	Component 1	4	1	0.2633932607081569	002_L_rn_pos	0.06937600978647511
Ddost	0.07824912039284665	Cluster 7	6.77412302857893	5.7211132565103515	3.99204425509244	Component 1	4	1	0.4476720799897894	210_d11_ra	0.20041029120238443
Mul1	0.12960650725680484	Cluster 1	5.61789611927703	4.321704873492464	2.90107820581445	Component 1	4	1	0.5601210740480698	346_C_ra	0.3137356175927633
Camk2n1		Cluster 1	6.68509576504187	3.814306976474729	-0.0842603887997169	Component 1	7	1	1.7304905086785312	346_C_ra	2.9945974006264815
Capzb	0.052771570196459866	Cluster 7	8.6727209887394	8.03981601838324	6.95826759336588	Component 1	26	1	0.4242737153807336	298_L_rp	0.18000818556297177
Rcc2	0.07698314074344624	Cluster 6	8.2536718760148	6.722539305756436	5.74743324969489	Component 1	7	1	0.5175221895283971	245_d12_rp	0.2678292166542662
Padi2	0.18752910024316408	Cluster 9	7.67425604284507	6.030115558107159	3.15989880384806	Component 1	10	1	1.1308221449741407	296_C_ra	1.2787587235639164
Sdhb	0.06239595524609484	Cluster 7	6.62935877466467	5.904910156589803	4.83241923866942	Component 1	4	1	0.3684425098627882	4192_L_rp	0.13574988307399077
Zbtb17	0.08393212154725226	Cluster 1	6.5548397022744	5.466987924997114	4.49850094150876	Component 1	5	1	0.45885589501821816	298_C_rp	0.21054873239297006
Spen	0.04043480598911502	Cluster 10	8.70873592299326	8.045096701488818	7.33757417610565	Component 1	4	1	0.32530192428836957	004_L_rn_pos	0.10582134194571613
Dnajc16	0.11417906292460671	Cluster 7	4.63681726228199	3.901558405320804	2.39369651713337	Component 1	1	1	0.4454762826651523	010_S_rn_neg	0.19844911841716267
Efhd2	0.10048232949508924	Cluster 7	8.441696397195	7.008071096593916	4.55031056159913	Component 1	12	1	0.7041873090529612	347_L_rp	0.4958797662312508
Prdm2	0.05517362987852456	Cluster 2	8.58268369525607	7.616561487043574	6.27197000484049	Component 1	7	1	0.4202333444331668	298_C_rp	0.1765960637734846
Dhrs3		Cluster 2	6.42939884025231	2.939550217006359	-1.2555632048796	Component 1	4	1	1.740135607073645	4216_C_rp	3.0280719310055626
Vps13d	0.03871617718223028	Cluster 2	8.68158443833457	8.162251063094619	7.26212295154335	Component 1	5	1	0.3160111583646187	296_C_ra	0.09986305221094811
Tnfrsf1b	0.14047606147242062	Cluster 3	10.0420742795152	8.475897588879532	5.33737892397921	Component 1	15	1	1.1906607107293827	346_C_ra	1.4176729280745988
2510039O18Rik	0.07521322728642224	Cluster 7	6.4990049094756	5.771988692817001	4.25440694026513	Component 1	3	1	0.43412989744750435	210_d11_rp	0.18846876785778063
Srm	0.3395675539849312	Cluster 6	5.81683167467133	3.06539836489436	0.629754359514319	Component 1	4	1	1.0409098247565856	245_d12_rp	1.0834932632747858
Cenps		Cluster 5	2.93914418025304	0.7489431078204272	-2.82244995011615	Component 1	5	1	1.4326507125305785	210_d11_ra	2.0524880641143746
Pgd	0.08810031262841565	Cluster 9	6.61616100479082	5.347156179761641	4.50407887726518	Component 1	4	1	0.4710861311099653	210_d11_ra	0.2219221429241554
Kif1b	0.06877274654083332	Cluster 10	7.77945341381267	6.8784077949703795	5.98021953604002	Component 1	3	1	0.4730469958879901	004_L_rn_pos	0.22377346031865214
Pik3cd	0.06745239229814694	Cluster 7	9.37256951734931	8.63137441144812	6.77172021800514	Component 1	8	1	0.5822068528731856	210_d11_rp	0.3389648195324992
Eno1	0.14062979594881092	Cluster 9	9.25721147829765	6.476580335552377	4.94402370724012	Component 1	14	1	0.9108001710348121	210_d11_ra	0.8295569515570431
Rere	0.07900009331292687	Cluster 8	8.69659994728483	7.111450771170139	6.21818537497166	Component 1	11	1	0.5618052745127268	001_L_rn_pos	0.3156251664703203
Errfi1	0.2788522338390485	Cluster 1	6.82751643578101	4.354611772903784	2.40442600679479	Component 1	4	1	1.2142932203760395	346_C_ra	1.4745080250512126
Park7	0.07663730496592105	Cluster 6	7.35335294481846	5.951776984795072	5.22974357325364	Component 1	7	1	0.45612814787289	245_d12_ra	0.20805288728195304
Tnfrsf9	0.2402519855484161	Cluster 3	10.2833392595179	7.603459492706631	2.37622931491143	Component 1	5	1	1.8267462401597208	4181_C_ra	3.337001825937676
Nol9	0.083231112897529	Cluster 6	6.58180106967259	5.362801649338171	4.42787728016663	Component 1	6	1	0.4463519495231201	208_d11_rp	0.19923006284308994
Acot7	0.1269407215250516	Cluster 3	7.88624432099923	6.624012901772439	3.8410208215169	Component 1	5	1	0.8408569771422442	298_L_rp	0.7070404560087926
Rpl22	0.04009080773024934	Cluster 6	9.51136900213629	8.465679844223674	7.80607434060225	Component 1	5	1	0.3393959429406185	199_d12_rp	0.11518960608455156
Kcnab2	0.10271696758407522	Cluster 7	8.53986688153207	7.2744975579849	5.59371573231966	Component 1	13	1	0.7472143298539694	347_L_rp	0.5583292547391165
Gnb1	0.04152746594433093	Cluster 9	8.77442778909203	8.187672726663196	7.25352852276717	Component 1	13	1	0.34001330031983307	347_L_rp	0.11560904439438499
Slc35e2	0.15058086383496677	Cluster 1	7.22924798942963	5.526367866600185	4.40228109185344	Component 1	9	1	0.8321652472224583	4216_C_rp	0.6924989986848151
Cdk11b	0.08352717607241414	Cluster 2	8.83225862569287	7.596364311183538	5.80385713431728	Component 1	13	1	0.6345028593304303	010_C_rn_neg	0.4025938784984918
Atad3a	0.1607467083598694	Cluster 6	6.26307605167031	4.380973452923668	2.8482378942464	Component 1	5	1	0.704227061969451	241_d12_rp	0.49593575481012486
Mrpl20	0.09993405943933506	Cluster 7	5.36947256990581	4.440904523468753	2.79384716546437	Component 1	3	1	0.44379761661273837	245_d12_rp	0.19695632451114709
Ccnl2	0.04847814940637881	Cluster 2	8.35420303547561	7.599433365015129	6.69395032321732	Component 1	5	1	0.36840646607302346	4190_C_ra	0.1357233242444138
Aurkaip1	0.059732643129387794	Cluster 7	6.94670433878815	6.098240378985482	5.3421370866341	Component 1	6	1	0.36426401627516236	346_C_ra	0.13268827355291174
Ints11	0.07246625987874089	Cluster 5	6.12487624931677	5.27765419850104	3.92907850070697	Component 1	2	1	0.3824518606987043	210_d11_ra	0.14626942575190113
Acap3	0.11439093883794067	Cluster 3	6.15244370724783	5.114139341427944	3.21971512523695	Component 1	3	1	0.5850112006139901	4216_L_rp	0.3422381048438223
Ube2j2	0.09245929433176237	Cluster 1	6.39238851476613	5.307286533551069	4.43051433271233	Component 1	5	1	0.49070796770859704	298_C_rp	0.24079430957270154
C1qtnf12		Cluster 9	4.96546165225196	2.6219280891112815	-0.145562802738701	Component 1	4	1	1.0967494597485334	210_d11_ra	1.2028593774586998
Sdf4	0.04808687109133471	Cluster 3	9.40447660058778	8.48917760717801	7.44719839095846	Component 1	5	1	0.4082179892678142	346_C_ra	0.16664192676185727
Tnfrsf4	0.12679523739067972	Cluster 3	10.0560843566909	8.36491242823922	5.48016658280784	Component 1	10	1	1.060631057090839	299_C_rp	1.1249382392656306
Tnfrsf18	0.09965617626043075	Cluster 3	9.47154303282478	8.266153485899052	5.9111997467803	Component 1	8	1	0.8237732487865299	296_C_ra	0.6786023654163141
Isg15		Cluster 2	6.04958848528161	3.657184541058194	-0.955440820064721	Component 1	4	1	1.5843912909695073	297_S_rp	2.5102957629000215
AW011738		Cluster 2	5.20334218798984	3.330012279809475	-1.21297217892483	Component 1	4	1	1.5363526313267624	005_C_rn_neg	2.360379407784667
Samd11		Cluster 3	5.79008299662506	2.7323391146893448	-2.34784697846705	Component 1	5	1	1.6747031880594838	010_C_rn_neg	2.8046307680965987
Cdk6	0.09507394831918925	Cluster 7	9.22436217310683	7.595616511178195	5.48213461427958	Component 1	5	1	0.7221452516361362	210_d11_ra	0.5214937644606185
Krit1	0.055729497835443835	Cluster 2	7.44933640828037	6.631852224543247	5.81321217549151	Component 1	1	1	0.3695897941926663	4181_C_ra	0.13659661597137743
Akap9	0.03967329337648578	Cluster 2	9.01665284375117	8.110360457745122	7.40921437418044	Component 1	4	1	0.3217647098291717	010_L_rn_pos	0.10353252849145106
Cyp51	0.14941240824045826	Cluster 9	7.8505163883016	5.798089821929768	4.43972030853164	Component 1	8	1	0.8663065634890165	241_d12_rp	0.7504870619441493
Sri	0.053866734207237255	Cluster 1	7.78179909891725	7.001716761022802	6.15139851014727	Component 1	4	1	0.37715961576037343	299_C_rp	0.14224937576051253
Dbf4	0.09319619255134619	Cluster 9	6.53047661263367	5.550587908032717	4.24595613248879	Component 1	3	1	0.5172936594501909	241_d12_rp	0.26759273010737006
Abcb1a	0.24704418539847173	Cluster 3	9.42185412549994	6.942479257066557	2.89637740205964	Component 1	7	1	1.7150991327077947	298_C_rp	2.9415650350150293
Gm42686		Cluster 3	3.30676689262456	0.5668255708781526	-3.17073780468659	Component 1	4	1	1.7010056798006146	297_C_rp	2.8934203227139506
Abcb1b	0.23345814135593573	Cluster 1	7.12596730951075	4.545871585220828	2.53843439490927	Component 1	5	1	1.0612707311284157	4181_C_ra	1.126295564749842
Dmtf1	0.05075459552557142	Cluster 10	7.57675779274793	6.676972385408913	5.82111342018212	Component 1	3	1	0.3388870327568391	010_L_rn_pos	0.11484442097073494
Rsbn1l	0.06178856890841591	Cluster 1	8.58541364189194	7.604224791937817	6.58005637167637	Component 1	17	1	0.4698541675517344	4216_C_rp	0.22076293876573333
Gsap	0.11867182594415757	Cluster 10	6.48446225745554	5.466294786624979	3.15827708156702	Component 1	4	1	0.6486951834778154	4181_S_ra	0.42080544106731654
Fgl2	0.22127296725748727	Cluster 3	9.13885604911272	7.188304634065231	2.05395732123169	Component 1	10	1	1.5905774959303598	346_C_ra	2.5299367705600937
Orc5	0.18529524425437285	Cluster 8	5.20688331162201	3.8803376259311912	0.776211289104063	Component 1	1	1	0.7190081081863534	004_L_rn_pos	0.5169726596377189
Gm6560		Cluster 9	3.21369623655668	0.2357831200304292	-2.08383687705271	Component 1	1	1	0.9626703426620623	199_d12_ra	0.9267341886410924
Kmt2e	0.031210323740458287	Cluster 2	9.09203880650536	8.541772171255461	7.79978648773164	Component 1	4	1	0.26659147478212025	010_L_rn_pos	0.07107101442650585
AI506816	0.11451239514404161	Cluster 5	6.91742994059912	5.442025442463344	4.44125888432544	Component 1	4	1	0.6231793678512904	245_d12_rp	0.3883525245155339
Pus7	0.22592437483067837	Cluster 6	5.92882392382459	3.757194771584359	1.865656487986	Component 1	3	1	0.8488418798872898	245_d12_rp	0.7205325370505881
Nub1	0.036596333525077206	Cluster 1	7.61037509541925	6.948012058829782	6.41895214602873	Component 1	2	1	0.25427176664119305	293_C_ra	0.06465413131083335
Rheb	0.06676757623124949	Cluster 1	6.71031006696494	5.5326632743410284	4.67164315397532	Component 1	2	1	0.36940251693139897	009_C_rn_neg	0.1364582195152525
Prkag2	0.18037773811724975	Cluster 8	5.88171991270226	4.540509252425794	2.41084353698313	Component 1	19	1	0.8190067888530094	004_S_rn_pos	0.6707721201873179
Kmt2c	0.043852087975938946	Cluster 8	9.68418414158203	8.645020720342814	7.85019433555922	Component 1	4	1	0.37910220918228815	002_S_rn_pos	0.14371848500689138
Insig1	0.1451966035193785	Cluster 1	6.90810272151467	5.255047733442168	3.87210706301542	Component 1	4	1	0.763015082228011	005_C_rn_neg	0.5821920157074183
Rbm33	0.03866271057864933	Cluster 1	8.66171716761779	7.802763608809285	7.02965674765747	Component 1	5	1	0.3016759911210108	010_L_rn_pos	0.09100840361884419
Dnajb6	0.13143436979704498	Cluster 1	6.2352984128751	4.969442585366232	3.86017279959416	Component 1	5	1	0.6531555544502086	341_C_ra	0.4266121783091594
Tyms	0.2522396181779415	Cluster 5	5.94680813254959	4.180768281839092	1.79043750215735	Component 1	10	1	1.0545553951015412	245_d12_rp	1.1120870813377677
Drc1		Cluster 6	6.95970626903797	0.823893564471771	-2.64776844581377	Component 1	4	1	2.4810010387913506	241_d12_rp	6.155366154483762
Slc35f6	0.12850591466758066	Cluster 1	5.33727027145381	4.261874616137509	2.92886672518333	Component 1	4	1	0.5476760957452947	294_C_ra	0.2999491058508093
Cenpa	0.11016410415081868	Cluster 3	7.74717796724034	6.342306951543677	4.9568715498683	Component 1	4	1	0.698694563566319	4193_C_rp	0.488174093157129
Cad	0.1127874646552273	Cluster 6	8.31600765081864	6.0023784953174255	4.03588148172635	Component 1	8	1	0.6769930523879106	245_d12_rp	0.4583195929815004
Zfp513	0.11723361757511672	Cluster 3	5.0091363408737	4.128034658382509	2.55695124668857	Component 1	1	1	0.4839444364776426	296_C_ra	0.23420221759766308
Ppm1g	0.04232609297642857	Cluster 7	8.37105781633725	7.389129272023435	6.60968916325933	Component 1	4	1	0.3127529725825139	347_L_rp	0.09781442185919868
Nrbp1	0.05646282506048042	Cluster 2	7.4372629112313	6.7174418845812465	5.63533658886913	Component 1	7	1	0.3792857459830548	299_C_rp	0.1438576771059224
Ift172	0.2813195339082708	Cluster 8	4.32177169690057	2.7582267512746657	0.443386689957042	Component 1	1	1	0.7759430640819129	199_d12_rp	0.6020876386968277
Zfp512	0.1247402250144626	Cluster 8	5.76143746900587	4.660668136831309	2.83824318145163	Component 1	4	1	0.5813727921060736	001_L_rn_pos	0.33799432340121194
Fosl2	0.29356029483619966	Cluster 1	10.838413192581	7.4091349555472075	3.3616448479929	Component 1	11	1	2.175027842031631	348_C_ra	4.730746113612775
Ppp1cb	0.041338308838129376	Cluster 1	8.3543238000545	7.57991976778251	6.93165582480218	Component 1	4	1	0.3133410643288353	4216_C_rp	0.0981826225947273
Yes1	0.38431308209023746	Cluster 1	6.1850310134929	3.7635734317102134	0.0599482057566543	Component 1	5	1	1.446390505213484	4214_C_rp	2.0920454935717174
Ywhah	0.06473690441057713	Cluster 7	8.43884594861203	6.831365685537316	5.61290291552135	Component 1	2	1	0.44224146737832587	347_L_rp	0.19557751546893487
Ctbp1	0.047561297236307434	Cluster 6	7.73722894390818	6.930446193155494	6.12522610109412	Component 1	4	1	0.3296210113729038	210_d11_ra	0.10865001113849597
Slbp	0.0706087123729446	Cluster 7	7.59307260964438	6.484197483594899	5.23475430145652	Component 1	6	1	0.4578408350885234	347_L_rp	0.20961823027455648
Tacc3	0.29978224682099797	Cluster 5	7.12618937661516	4.589998764988441	2.29404415682374	Component 1	17	1	1.3760001426738406	347_L_rp	1.8933763926384297
Nsd2	0.08586174502702973	Cluster 5	8.22238664688106	7.135427447283327	5.56138666784354	Component 1	7	1	0.6126602521375106	245_d12_rp	0.3753525845491981
Rnf4	0.05280635999528307	Cluster 1	7.4852816809268	6.8078678910199955	5.59246686987889	Component 1	4	1	0.3594987226535304	4192_C_rp	0.12923933158951995
Fam193a	0.04041130161197216	Cluster 10	7.42297119062372	6.844774525782583	5.99830184139372	Component 1	5	1	0.27660624782734367	002_L_rn_pos	0.07651101633712187
Sh3bp2	0.21512775212170934	Cluster 7	4.94014220160727	3.670988687943582	0.976650582160067	Component 1	1	1	0.7897315445015259	347_L_rp	0.6236759123807657
Add1	0.058668187549553774	Cluster 8	8.88546662976626	8.042343270502178	6.89356880678047	Component 1	4	1	0.4718297033317134	347_L_rp	0.22262326894609272
Mfsd10	0.16357258884318263	Cluster 7	5.199612200633	4.273845255224848	2.08708738074375	Component 1	8	1	0.699083932712281	349_L_rp	0.48871834497646893
Rgs12	0.24374196497161285	Cluster 5	5.12684503630209	3.146205680109568	1.17969518234066	Component 1	1	1	0.7668623546747557	210_d11_ra	0.5880778710173109
Tbc1d14	0.05352808563202989	Cluster 8	6.77355270646222	6.187163246787257	5.35635167219301	Component 1	3	1	0.33118700409337637	199_d12_rp	0.10968483168034608
Bloc1s4	0.16095724128508104	Cluster 3	5.6291398083326	4.0201366763704085	2.57375561164905	Component 1	5	1	0.6470701090175556	296_C_ra	0.41869972598399124
Man2b2	0.08103115338148502	Cluster 7	6.49932133377518	5.79220922955776	4.59469588149387	Component 1	3	1	0.46934939449794805	4209_L_ra	0.22028885411559046
Crmp1	0.15555095819228057	Cluster 3	6.67736884404625	5.178884604399162	2.469906753949	Component 1	6	1	0.8055804625815396	347_L_rp	0.6489598816930874
Tmem128	0.09440190385768461	Cluster 2	6.18842786621017	4.816738377529756	3.90349238354032	Component 1	4	1	0.4547092732231838	299_C_rp	0.20676052315515597
Wdr1	0.03407340007438828	Cluster 7	9.6162784894523	8.937514369821917	7.94241799394844	Component 1	9	1	0.3045315027935364	347_L_rp	0.09273943619368967
Clnk		Cluster 9	3.31006408202238	-0.460195983203626	-3.02846306092063	Component 1	1	1	1.8784470125282937	298_C_rp	3.528563178876472
Bod1l	0.027963185366770907	Cluster 10	8.92647911491044	8.425940421154332	7.51482889785007	Component 1	3	1	0.2356161338861063	297_C_rp	0.05551496254743558
Fbxl5	0.07578714129605381	Cluster 1	7.13353122394942	5.824297207814646	5.10816097767338	Component 1	2	1	0.4414068354388603	007_C_rn_neg	0.19483999437214908
Ncapg	0.3474775078575079	Cluster 5	6.92318821313249	4.411570725714914	1.5614812600096	Component 1	12	1	1.532921601508556	245_d12_rp	2.3498486363715565
Rbpj	0.14253196425705475	Cluster 1	7.9007759055255	6.2077815665243525	4.5035327637878	Component 1	5	1	0.8848073003554523	4196_C_rp	0.7828839587623037
Arap2	0.06187909304591464	Cluster 1	9.48941816647718	8.323882790480248	7.33625883834804	Component 1	5	1	0.5150743176954149	4216_C_rp	0.2653015527493972
Gm43753	0.2811887978330505	Cluster 2	5.41078495192458	3.4599204375242096	1.216380794952	Component 1	4	1	0.9728908684254346	4181_C_ra	0.9465166418655964
Rell1	0.20679067311242283	Cluster 9	5.5323694131548	4.219612512338568	1.6991642244992	Component 1	4	1	0.872576511700094	4216_L_rp	0.7613897687707042
Klf3	0.12071627423224837	Cluster 8	9.56040918694456	7.233014447902188	5.32389628969238	Component 1	7	1	0.8731425556187751	001_L_rn_pos	0.7623779224324858
Tlr1	0.16085273271169478	Cluster 8	6.08895537230205	4.870797587031049	2.96016213405449	Component 1	7	1	0.7834811023594732	001_L_rn_pos	0.6138426377544153
Rfc1	0.09445052087964508	Cluster 6	7.58903717487837	6.074324191150525	4.80795738827275	Component 1	11	1	0.5737230838459958	245_d12_rp	0.3291581769377595
Rpl9	0.05200943537833546	Cluster 6	9.25304431744711	7.97585143132296	7.34261150029704	Component 1	11	1	0.4148195296045959	199_d12_rp	0.1720752421413782
Pds5a	0.030321283848079222	Cluster 5	8.71644872590137	7.996035857961936	7.32267395473928	Component 1	1	1	0.24245007290868353	245_d12_rp	0.05878203785342596
N4bp2	0.07361029303142753	Cluster 6	6.97056125490146	5.976632678567013	4.90064744951478	Component 1	2	1	0.4399416828105234	210_d11_ra	0.19354868427415522
Rhoh	0.04998193860124487	Cluster 8	8.52599009403011	7.625028736569076	6.75577306349732	Component 1	2	1	0.3811137181439233	001_L_rn_pos	0.14524766615748583
Rbm47		Cluster 3	5.85180891238064	1.5845861028918962	-2.77738945765074	Component 1	6	1	2.1832665186516955	4209_C_ra	4.766652691465494
Atp8a1	0.08271290145064866	Cluster 8	6.84908911848092	5.730750947611866	4.77808804808764	Component 1	1	1	0.4740070383680317	001_L_rn_pos	0.22468267242243267
Fryl	0.048028602052370084	Cluster 2	9.82883133272591	9.17249469393495	8.00499314013199	Component 1	4	1	0.4405420974824779	4192_C_rp	0.19407733965426108
Gm42572	0.24628681904733357	Cluster 2	4.70935465422368	3.4238388998080818	0.360483230019424	Component 1	1	1	0.8432463915642547	002_S_rn_neg	0.7110644768861364
Chic2	0.055278270431189054	Cluster 2	7.11823792806101	6.189375868390537	5.23148665355121	Component 1	4	1	0.3421379930531677	346_C_ra	0.11705840629044943
Kit		Cluster 1	7.73594477981537	2.7206624083025095	-2.72196911410821	Component 1	9	1	2.9756414300014176	4181_C_ra	8.85444191994088
Ppat	0.10375442617717916	Cluster 6	6.49009142125931	5.114582737831585	4.06935886391408	Component 1	3	1	0.530660597099422	245_d12_rp	0.28160066931391514
Paics	0.08110128383826125	Cluster 5	7.2335567689262	5.9439563939681115	5.03616131156274	Component 1	8	1	0.4820624946294556	245_d12_rp	0.23238424872837393
Hopx	0.16386567941798483	Cluster 1	9.00863411570783	6.339792877894061	4.4710979359765	Component 1	8	1	1.0388744673054116	007_C_rn_neg	1.0792601588191026
Rest	0.06320590583874097	Cluster 1	8.33488259487097	7.207355064981583	6.36424999818842	Component 1	4	1	0.4555474055835988	4216_C_rp	0.20752343873394785
Noa1	0.17002731364382498	Cluster 6	5.95882014709636	4.322555340776281	1.5298845960067	Component 1	4	1	0.7349524726689596	208_d11_rp	0.5401551370822179
Polr2b	0.04203657647744169	Cluster 6	7.19497073674931	6.5418230022317525	5.85383175962201	Component 1	2	1	0.27499584293520224	245_d12_rp	0.07562271363164243
Stap1	0.09408138638533584	Cluster 2	6.52143384856775	5.312373009761349	3.85062281260716	Component 1	1	1	0.49979541775438696	008_C_rn_neg	0.24979545960828217
Ythdc1	0.08137886910857602	Cluster 2	9.40935091937013	8.103949686325056	6.53013780526863	Component 1	20	1	0.6594902607859323	010_C_rn_neg	0.434927404071497
Jchain		Cluster 2	10.0945946165369	1.6624677758717468	-2.86716206484133	Component 1	1	1	2.844128731451912	009_C_rn_neg	8.089068241070262
Utp3	0.048931657885680845	Cluster 7	7.68391008392109	6.718358137242904	5.88611494529595	Component 1	1	1	0.32874040192504983	298_L_rp	0.10807025185784332
Dck	0.14599019810901193	Cluster 5	5.96406422519735	5.024114299288231	3.40905101977564	Component 1	4	1	0.7334714418754085	4208_L_ra	0.5379803560467907
Areg		Cluster 2	9.63899654137579	4.701455286892336	-2.77462536834315	Component 1	14	1	3.1874501419620316	346_C_ra	10.159838407493776
Thap6	0.25948554636452653	Cluster 1	5.53321885073558	3.5954389130101747	1.66269738813356	Component 1	5	1	0.9329644307627245	4181_C_ra	0.8704226290684145
Cxcl10		Cluster 2	6.46795066124217	3.114499116328228	-2.68381281815249	Component 1	6	1	2.0341147841855634	4216_L_rp	4.137622955242281
40787	0.07427421084217134	Cluster 9	8.54230835402359	7.512246558458234	5.90455439810141	Component 1	4	1	0.5579661847813029	005_C_rn_neg	0.31132626335940305
Gm7993		Cluster 1	3.49119406937875	0.15322540093645312	-2.87162606947184	Component 1	4	1	1.7148265169181647	299_C_rp	2.9406299831256844
Antxr2	0.15868716033079874	Cluster 2	8.52862908312016	6.441101641257371	4.30255904386483	Component 1	18	1	1.0221201288531794	008_C_rn_neg	1.0447295578068398
C430019N01Rik		Cluster 2	6.20419344369316	3.0073674096551226	-1.78869204762746	Component 1	6	1	1.7353464660534361	297_C_rp	3.0114273572441492
Rasgef1b		Cluster 1	4.78124952177334	2.222009406479783	-1.52821524730289	Component 1	4	1	1.465739020034352	005_C_rn_neg	2.1483908748512626
Hnrnpdl	0.05641777463565843	Cluster 2	8.82296400688139	7.908319252741307	6.55102101085522	Component 1	6	1	0.44616977334799773	297_C_rp	0.19906746664940367
Sec31a	0.035491895216333474	Cluster 1	7.63735403697519	7.106168741073664	6.65756423579761	Component 1	2	1	0.25221139634777084	4181_C_ra	0.06361058844769236
5430416N02Rik	0.15217551736988014	Cluster 2	6.06203869980276	4.522515501474758	2.89853273247597	Component 1	4	1	0.6882161362502243	346_C_ra	0.4736414501951873
Lin54	0.21771502875261667	Cluster 1	8.88894270153507	6.102484392081572	4.55996531738349	Component 1	15	1	1.328602564884434	4192_C_rp	1.7651847754174967
Cops4	0.08514423571574024	Cluster 1	7.13438508762812	6.05559946675946	4.92655361528563	Component 1	7	1	0.5155993883978784	293_C_ra	0.2658427293162663
Plac8		Cluster 3	7.45919509362441	3.0616669563655075	-2.94624637852991	Component 1	7	1	2.5572002604247195	4183_C_ra	6.5392731719162525
Hpse		Cluster 9	3.86263433737087	2.4226108645207045	-2.73464187384844	Component 1	2	1	1.0923301166073291	4192_C_rp	1.1931850836473814
Ptpn13	0.12497165671566565	Cluster 3	10.0114087792493	7.625505114133243	5.29304696443342	Component 1	5	1	0.9529720074070125	008_C_rn_neg	0.9081556469013511
Aff1	0.12506521082981467	Cluster 1	10.0871449902784	7.855405699211779	6.42252811441379	Component 1	12	1	0.9824379699256489	4216_C_rp	0.9651843647516303
BC005561	0.16509366733698566	Cluster 8	5.58731120566185	3.9843721675564523	2.76636365307474	Component 1	2	1	0.6577946131773095	002_S_rn_pos	0.4326937531250862
Abcg3	0.20989171812746754	Cluster 10	5.78092767957048	4.000128593134775	1.84068097643604	Component 1	1	1	0.8395938631438675	002_S_rn_pos	0.7049178550288433
Gbp8	0.08707783445039552	Cluster 10	7.22076396412053	6.430246025120521	4.32709707121291	Component 1	7	1	0.5599318988507586	299_L_rp	0.3135237313506161
Gbp9	0.12519762804136575	Cluster 10	7.84597442776087	6.843225644908727	3.50208336031868	Component 1	15	1	0.856755618894418	297_S_rp	0.7340301905071572
Gbp4	0.057513848698262524	Cluster 10	8.93559572824935	8.086332603720383	6.71806588496928	Component 1	5	1	0.46507610989420134	297_S_rp	0.21629578799432325
Gbp10		Cluster 10	4.59682299582955	2.39532428888578	-2.86797714398766	Component 1	5	1	1.73013267891778	004_S_rn_pos	2.9933590866592144
Gbp6	0.1844028098813294	Cluster 10	5.63877476583689	4.471283075455706	0.861915784444263	Component 1	1	1	0.8245171628888645	010_L_rn_neg	0.6798285518983022
Lrrc8c	0.08683591347899804	Cluster 6	9.59214953857805	7.829885550290701	6.80710043544976	Component 1	9	1	0.6799152641955002	245_d12_ra	0.46228476648603684
Lrrc8d	0.13724979697521067	Cluster 1	7.99689391290611	6.326687356299504	4.93512731349418	Component 1	9	1	0.8683365551777393	4216_C_rp	0.7540083730579431
Zfp644	0.05295772254270283	Cluster 8	7.70704146938819	6.594380717924064	5.75547227203384	Component 1	3	1	0.3492233844007721	002_S_rn_pos	0.12195697221232943
Cdc7	0.23101360494451753	Cluster 5	5.20324483000716	3.53453656741859	1.23757704861502	Component 1	4	1	0.8165260342475892	245_d12_rp	0.6667147646040952
Gm43423		Cluster 8	1.88062985404482	-2.1861615625686373	-2.8965853027387	Component 1	2	1	1.08169365999479	4190_C_ra	1.1700611740729243
Rpl5	0.052034319719205656	Cluster 6	10.0925663528859	8.813505582926055	8.04061361767859	Component 1	4	1	0.45860476734897837	199_d12_rp	0.21031833263521058
Fam69a	0.23807210237924661	Cluster 8	5.43168073399608	3.663754361984699	1.80386654186658	Component 1	10	1	0.8722377035588327	010_L_rn_pos	0.760798611509586
Tmed5	0.062493319068551725	Cluster 3	7.66595617221584	6.810624800646335	5.82353723233368	Component 1	4	1	0.4256185487229829	298_C_rp	0.18115114901705814
Ccdc18		Cluster 5	4.51458164451711	2.0193991933705937	-2.04356000752166	Component 1	4	1	1.380460968712262	297_L_rp	1.905672486137997
Gak	0.03835779507303305	Cluster 1	8.14163595686831	7.512856113274006	6.94170223507576	Component 1	5	1	0.2881765952061479	4190_C_ra	0.08304575002460804
Crlf2	0.14022851853938284	Cluster 3	6.74163902593461	5.112141568022378	3.04826963946788	Component 1	6	1	0.7168680386473757	346_C_ra	0.5138997848341353
Pole	0.2646380139335495	Cluster 5	7.51789184932426	4.935014599173628	2.00818559448614	Component 1	22	1	1.3059924622583807	245_d12_rp	1.705616311475708
Fbrsl1	0.0764299413733503	Cluster 1	7.32181580978611	6.256182186312328	5.47464686287079	Component 1	6	1	0.47815963772084974	298_C_rp	0.22863663914533425
