geneID	Coefficient of Variation	Louvain Cluster	Maximum Data Value	Mean Data Value	Minimum Data Value	Node Component Identifier	Node Degree	Node Multiplicity	Standard Deviation	Strongest Data Column	Variance
Map4k4	0.05563342263484573	Cluster 1	9.19444897471643	8.135277238918208	7.26650286845047	Component 1	3	1	0.45259331688437754	4216_C_rp	0.20484071048840258
Il1r2		Cluster 2	6.73308945886748	3.2596409928219665	-2.09014242957099	Component 1	12	1	2.3644837336960762	4190_C_ra	5.590783326913337
Gm37347		Cluster 2	4.92803386899322	2.085550876176876	-3.1571417736953	Component 1	5	1	2.0566004838329195	010_S_rn_neg	4.229605550101799
Il1r1		Cluster 3	5.4162941298746	1.2007912951032578	-2.86751031243973	Component 1	4	1	1.9909431272878342	005_C_rn_neg	3.963854536094661
Il1rl1	0.26304246441321893	Cluster 2	10.7010874290391	6.537141207548175	2.59521478598184	Component 1	5	1	1.719545733450678	008_C_rn_neg	2.95683752942843
Il18r1	0.10882765958628186	Cluster 3	8.70633526618935	7.619826116019032	5.29845211840475	Component 1	4	1	0.8292478426607796	297_C_rp	0.687651984557557
Il18rap	0.26082040749553664	Cluster 3	8.91186055272069	6.688032155850141	1.18695110556591	Component 1	10	1	1.7443752722320862	4181_C_ra	3.0428450903747652
Fhl2		Cluster 3	4.90823440631398	2.8346186411441288	-1.32689560249161	Component 1	5	1	1.3140611748088376	296_C_ra	1.7267567711399825
Nck2	0.09017417804860256	Cluster 3	6.88052303856706	5.915143905696546	4.59355207632237	Component 1	4	1	0.5333932397353867	296_C_ra	0.28450834819541165
Wdr75	0.11102009072323966	Cluster 6	5.96051785539299	4.6029729092662945	3.60320292194308	Component 1	4	1	0.5110224699833584	245_d12_rp	0.2611439648278925
Nabp1	0.0878612159138769	Cluster 1	9.4133912604325	7.915998689997148	6.80036559869292	Component 1	4	1	0.6955092700758061	4181_C_ra	0.4837331447613806
Stat4	0.13403805959896714	Cluster 1	9.22734671729475	7.113498174740046	5.5351686068458	Component 1	6	1	0.9534794923029503	4181_C_ra	0.9091231422422918
Gls	0.055210749522751214	Cluster 1	8.95460248859563	7.917673190341328	6.93989895576152	Component 1	6	1	0.43714067131493756	4216_C_rp	0.19109196651767427
